fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,017 Bélgica (d.01/01/99),1  Marítimo,"40320,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),3  Carretera,"7481370,75"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,017 Bélgica (d.01/01/99),3  Carretera,"51150,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,017 Bélgica (d.01/01/99),3  Carretera,"26888,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,017 Bélgica (d.01/01/99),3  Carretera,"2297,40"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,017 Bélgica (d.01/01/99),3  Carretera,"193792,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,017 Bélgica (d.01/01/99),3  Carretera,"2392933,02"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,017 Bélgica (d.01/01/99),3  Carretera,"4814310,13"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,024 Islandia,Total modo transporte,"21780,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,024 Islandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,024 Islandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,024 Islandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,024 Islandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,024 Islandia,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,024 Islandia,Total modo transporte,"21780,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,024 Islandia,3  Carretera,"21780,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,024 Islandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,024 Islandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,024 Islandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,024 Islandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,024 Islandia,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,024 Islandia,3  Carretera,"21780,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,028 Noruega,Total modo transporte,"1806382,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,028 Noruega,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,028 Noruega,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,028 Noruega,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,028 Noruega,Total modo transporte,"99960,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,028 Noruega,Total modo transporte,"1181031,00"
